2 1917.0 1736.0
3 3567.0 3254.0
4 6835.0 5144.0
5 11731.0 7406.0
6 18627.0 10040.0
7 27895.0 13046.0
8 39907.0 16424.0
9 55035.0 20174.0
10 73651.0 24296.0
11 96127.0 28790.0
12 122835.0 33656.0
13 154147.0 38894.0
14 190435.0 44504.0
15 232071.0 50486.0
16 279427.0 56840.0
17 332875.0 63566.0
18 392787.0 70664.0
19 459535.0 78134.0
20 533491.0 85976.0
21 615027.0 94190.0
22 704515.0 102776.0
23 773027.0 110460.086957
24 812634.0 117055.625
25 851272.0 123767.36
26 886918.0 130723.192308
27 924525.0 137923.555556
28 966116.0 145368.821429
29 1021558.0 153059.310345
30 1039206.0 160995.3
31 1098283.0 169177.032258
32 1129720.0 177604.71875
33 1167324.0 186210.818182
34 1231798.0 195198.676471
35 1238724.0 204230.457143
36 1276850.0 213509.416667
37 1317557.0 223236.945946
38 1358574.0 233277.947368
39 1485371.0 243099.641026
40 1508380.0 252906.9
41 1631141.0 262436.487805
42 1544501.0 273928.47619
43 1753170.0 284086.651163
44 1743533.0 293588.363636
45 1653933.0 305436.266667
46 1785932.0 315883.413043
47 1930918.0 326929.851064
48 1784826.0 333559.916667
49 1945572.0 346232.22449
50 2287007.0 358462.44
51 2101501.0 369711.647059
52 2263204.0 377918.019231
53 2009709.0 331949.415094
54 2607438.0 342179.685185
55 2512408.0 408232.254545
56 1973317.0 338614.071429
57 2063297.0 338060.421053
58 2449374.0 353640.603448
59 2488920.0 368734.576271
60 2111563.0 362181.866667
61 2753594.0 382180.344262
62 2942071.0 399847.709677
63 2995005.0 411921.460317
64 3047597.0 421978.921875
65 2674530.0 409697.092308
66 2470056.0 424819.287879
67 2925395.0 392308.955224
68 2787776.0 404384.411765
69 2677776.0 419069.73913
70 2899782.0 434499.685714
71 2614208.0 436254.676056
72 3145909.0 453057.569444
73 3237618.0 461575.616438
74 3283739.0 463266.864865
75 3230151.0 304806.493333
76 3222151.0 302345.131579
77 3373724.0 310554.285714
78 3118316.0 306225.282051
79 3465284.0 319053.696203
80 3561767.0 315186.95
81 3500739.0 330245.333333
82 3603089.0 326819.268293
83 3119201.0 328096.963855
84 3190914.0 343364.690476
85 3381595.0 346996.117647
86 3668171.0 356266.023256
87 3888954.0 352827.287356
88 3880373.0 364192.738636
89 3899061.0 368346.41573
90 3945508.0 381367.766667
91 4140455.0 368507.373626
92 4066469.0 378524.73913
93 4148878.0 390288.354839
94 4219179.0 390155.808511
95 4308979.0 397858.378947
96 4362951.0 405976.0
97 3725674.0 275011.412371
98 4545137.0 389160.938776
99 4563329.0 410409.535354
100 3975715.0 429342.51
