1,p,0.00422054290771,0.000201294266595
2,p,0.00814322471619,0.000349881283009
3,p,0.0119261487325,0.000727883854475
4,p,0.0160110712051,0.00116171389554
5,p,0.0198891296387,0.00169468239399
1,o,0.00479760169983,0.000362113961909
2,o,0.00929630279541,0.000668960994907
3,o,0.0136539300283,0.00127327685087
4,o,0.018207950592,0.00142711184016
5,o,0.0228096122742,0.00189799368397
1,m,0.02499376297,0.000379823853899
2,m,0.0473663139343,0.000439623891317
3,m,0.0700087610881,0.000804398549817
4,m,0.0926231908798,0.000587679351262
5,m,0.114996259689,0.00109513065414
