lat,3,10,2,0,1365118493.478019,1365118493.494906
lat,3,10,2,1,1365118493.478019,1365118493.495028
lat,3,10,2,2,1365118493.478019,1365118493.495151
lat,3,10,2,3,1365118493.478019,1365118493.495269
lat,3,10,2,4,1365118493.478019,1365118493.495393
lat,3,10,2,5,1365118493.478019,1365118493.495511
lat,3,10,2,6,1365118493.478019,1365118493.495629
lat,3,10,2,7,1365118493.478019,1365118493.495747
lat,3,10,2,8,1365118493.478019,1365118493.495863
lat,3,10,2,9,1365118493.478019,1365118493.495982
