lat,25,10,2,0,1365123212.499676,1365123212.970836
lat,25,10,2,1,1365123212.499676,1365123212.970964
lat,25,10,2,2,1365123212.499676,1365123212.971086
lat,25,10,2,3,1365123212.499676,1365123212.971208
lat,25,10,2,4,1365123212.499676,1365123212.971335
lat,25,10,2,5,1365123212.499676,1365123212.971456
lat,25,10,2,6,1365123212.499676,1365123212.971576
lat,25,10,2,7,1365123212.499676,1365123212.971695
lat,25,10,2,8,1365123212.499676,1365123212.971813
lat,25,10,2,9,1365123212.499676,1365123212.971933
