lat,5,10,2,0,1365120059.044537,1365120059.074862
lat,5,10,2,1,1365120059.044537,1365120059.074988
lat,5,10,2,2,1365120059.044537,1365120059.075108
lat,5,10,2,3,1365120059.044537,1365120059.075228
lat,5,10,2,4,1365120059.044537,1365120059.075354
lat,5,10,2,5,1365120059.044537,1365120059.075474
lat,5,10,2,6,1365120059.044537,1365120059.075592
lat,5,10,2,7,1365120059.044537,1365120059.075711
lat,5,10,2,8,1365120059.044537,1365120059.075831
lat,5,10,2,9,1365120059.044537,1365120059.075949
