lat,15,10,2,0,1365121624.858654,1365121625.056743
lat,15,10,2,1,1365121624.858654,1365121625.056869
lat,15,10,2,2,1365121624.858654,1365121625.056989
lat,15,10,2,3,1365121624.858654,1365121625.057114
lat,15,10,2,4,1365121624.858654,1365121625.057234
lat,15,10,2,5,1365121624.858654,1365121625.057352
lat,15,10,2,6,1365121624.858654,1365121625.057471
lat,15,10,2,7,1365121624.858654,1365121625.057589
lat,15,10,2,8,1365121624.858654,1365121625.057708
lat,15,10,2,9,1365121624.858654,1365121625.057838
