lat,2,10,4,0,1365117727.385801,1365117727.391084
lat,2,10,4,1,1365117727.385801,1365117727.391216
lat,2,10,4,2,1365117727.385801,1365117727.391336
lat,2,10,4,3,1365117727.385801,1365117727.391454
lat,2,10,4,4,1365117727.385801,1365117727.391572
lat,2,10,4,5,1365117727.385801,1365117727.391697
lat,2,10,4,6,1365117727.385801,1365117727.391821
lat,2,10,4,7,1365117727.385801,1365117727.391939
lat,2,10,4,8,1365117727.385801,1365117727.392057
lat,2,10,4,9,1365117727.385801,1365117727.392175
