lat,20,10,9,0,1365122471.81539,1365122472.049348
lat,20,10,9,1,1365122471.81539,1365122472.049472
lat,20,10,9,2,1365122471.81539,1365122472.049595
lat,20,10,9,3,1365122471.81539,1365122472.049713
lat,20,10,9,4,1365122471.81539,1365122472.049852
lat,20,10,9,5,1365122471.81539,1365122472.049972
lat,20,10,9,6,1365122471.81539,1365122472.050089
lat,20,10,9,7,1365122471.81539,1365122472.050206
lat,20,10,9,8,1365122471.81539,1365122472.050329
lat,20,10,9,9,1365122471.81539,1365122472.050447
