lat,10,10,2,0,1365120837.776141,1365120837.842665
lat,10,10,2,1,1365120837.776141,1365120837.842789
lat,10,10,2,2,1365120837.776141,1365120837.842913
lat,10,10,2,3,1365120837.776141,1365120837.843032
lat,10,10,2,4,1365120837.776141,1365120837.843148
lat,10,10,2,5,1365120837.776141,1365120837.843265
lat,10,10,2,6,1365120837.776141,1365120837.843381
lat,10,10,2,7,1365120837.776141,1365120837.843504
lat,10,10,2,8,1365120837.776141,1365120837.843622
lat,10,10,2,9,1365120837.776141,1365120837.843739
