lat,3,10,10,0,1365118556.551638,1365118556.569846
lat,3,10,10,1,1365118556.551638,1365118556.569973
lat,3,10,10,2,1365118556.551638,1365118556.570098
lat,3,10,10,3,1365118556.551638,1365118556.570219
lat,3,10,10,4,1365118556.551638,1365118556.570338
lat,3,10,10,5,1365118556.551638,1365118556.570457
lat,3,10,10,6,1365118556.551638,1365118556.570575
lat,3,10,10,7,1365118556.551638,1365118556.570699
lat,3,10,10,8,1365118556.551638,1365118556.570817
lat,3,10,10,9,1365118556.551638,1365118556.570937
