lat,5,10,5,0,1365120082.466235,1365120082.497083
lat,5,10,5,1,1365120082.466235,1365120082.497206
lat,5,10,5,2,1365120082.466235,1365120082.497334
lat,5,10,5,3,1365120082.466235,1365120082.497454
lat,5,10,5,4,1365120082.466235,1365120082.497573
lat,5,10,5,5,1365120082.466235,1365120082.497693
lat,5,10,5,6,1365120082.466235,1365120082.497821
lat,5,10,5,7,1365120082.466235,1365120082.497942
lat,5,10,5,8,1365120082.466235,1365120082.498067
lat,5,10,5,9,1365120082.466235,1365120082.498187
