lat,15,10,3,0,1365121632.851988,1365121633.048484
lat,15,10,3,1,1365121632.851988,1365121633.04861
lat,15,10,3,2,1365121632.851988,1365121633.048735
lat,15,10,3,3,1365121632.851988,1365121633.048856
lat,15,10,3,4,1365121632.851988,1365121633.048974
lat,15,10,3,5,1365121632.851988,1365121633.049094
lat,15,10,3,6,1365121632.851988,1365121633.049214
lat,15,10,3,7,1365121632.851988,1365121633.049334
lat,15,10,3,8,1365121632.851988,1365121633.049455
lat,15,10,3,9,1365121632.851988,1365121633.049581
