lat,25,10,3,0,1365123220.708075,1365123221.13802
lat,25,10,3,1,1365123220.708075,1365123221.138151
lat,25,10,3,2,1365123220.708075,1365123221.138273
lat,25,10,3,3,1365123220.708075,1365123221.13839
lat,25,10,3,4,1365123220.708075,1365123221.138508
lat,25,10,3,5,1365123220.708075,1365123221.138628
lat,25,10,3,6,1365123220.708075,1365123221.138751
lat,25,10,3,7,1365123220.708075,1365123221.13887
lat,25,10,3,8,1365123220.708075,1365123221.138988
lat,25,10,3,9,1365123220.708075,1365123221.139108
