lat,20,10,1,0,1365122407.565634,1365122407.874141
lat,20,10,1,1,1365122407.565634,1365122407.874267
lat,20,10,1,2,1365122407.565634,1365122407.874387
lat,20,10,1,3,1365122407.565634,1365122407.874507
lat,20,10,1,4,1365122407.565634,1365122407.874628
lat,20,10,1,5,1365122407.565634,1365122407.874747
lat,20,10,1,6,1365122407.565634,1365122407.874868
lat,20,10,1,7,1365122407.565634,1365122407.874989
lat,20,10,1,8,1365122407.565634,1365122407.875115
lat,20,10,1,9,1365122407.565634,1365122407.875237
