lat,15,10,4,0,1365121640.866529,1365121640.994476
lat,15,10,4,1,1365121640.866529,1365121640.994605
lat,15,10,4,2,1365121640.866529,1365121640.994724
lat,15,10,4,3,1365121640.866529,1365121640.994842
lat,15,10,4,4,1365121640.866529,1365121640.994959
lat,15,10,4,5,1365121640.866529,1365121640.99509
lat,15,10,4,6,1365121640.866529,1365121640.99521
lat,15,10,4,7,1365121640.866529,1365121640.995326
lat,15,10,4,8,1365121640.866529,1365121640.995443
lat,15,10,4,9,1365121640.866529,1365121640.995561
