lat,5,10,8,0,1365120105.881725,1365120105.918195
lat,5,10,8,1,1365120105.881725,1365120105.918319
lat,5,10,8,2,1365120105.881725,1365120105.918439
lat,5,10,8,3,1365120105.881725,1365120105.918558
lat,5,10,8,4,1365120105.881725,1365120105.918682
lat,5,10,8,5,1365120105.881725,1365120105.918801
lat,5,10,8,6,1365120105.881725,1365120105.918919
lat,5,10,8,7,1365120105.881725,1365120105.919038
lat,5,10,8,8,1365120105.881725,1365120105.919156
lat,5,10,8,9,1365120105.881725,1365120105.919274
