lat,15,10,7,0,1365121664.608278,1365121664.735147
lat,15,10,7,1,1365121664.608278,1365121664.735271
lat,15,10,7,2,1365121664.608278,1365121664.735387
lat,15,10,7,3,1365121664.608278,1365121664.735502
lat,15,10,7,4,1365121664.608278,1365121664.735619
lat,15,10,7,5,1365121664.608278,1365121664.735734
lat,15,10,7,6,1365121664.608278,1365121664.735866
lat,15,10,7,7,1365121664.608278,1365121664.735984
lat,15,10,7,8,1365121664.608278,1365121664.7361
lat,15,10,7,9,1365121664.608278,1365121664.736216
