lat,2,10,8,0,1365117758.289536,1365117758.294862
lat,2,10,8,1,1365117758.289536,1365117758.294995
lat,2,10,8,2,1365117758.289536,1365117758.295114
lat,2,10,8,3,1365117758.289536,1365117758.295231
lat,2,10,8,4,1365117758.289536,1365117758.295348
lat,2,10,8,5,1365117758.289536,1365117758.295472
lat,2,10,8,6,1365117758.289536,1365117758.295594
lat,2,10,8,7,1365117758.289536,1365117758.295712
lat,2,10,8,8,1365117758.289536,1365117758.295828
lat,2,10,8,9,1365117758.289536,1365117758.295948
