lat,3,10,8,0,1365118540.790321,1365118540.808377
lat,3,10,8,1,1365118540.790321,1365118540.808579
lat,3,10,8,2,1365118540.790321,1365118540.808709
lat,3,10,8,3,1365118540.790321,1365118540.808829
lat,3,10,8,4,1365118540.790321,1365118540.808948
lat,3,10,8,5,1365118540.790321,1365118540.809067
lat,3,10,8,6,1365118540.790321,1365118540.809185
lat,3,10,8,7,1365118540.790321,1365118540.809313
lat,3,10,8,8,1365118540.790321,1365118540.809433
lat,3,10,8,9,1365118540.790321,1365118540.809553
