lat,10,10,1,0,1365120830.016216,1365120830.082201
lat,10,10,1,1,1365120830.016216,1365120830.082325
lat,10,10,1,2,1365120830.016216,1365120830.082449
lat,10,10,1,3,1365120830.016216,1365120830.082568
lat,10,10,1,4,1365120830.016216,1365120830.082686
lat,10,10,1,5,1365120830.016216,1365120830.082804
lat,10,10,1,6,1365120830.016216,1365120830.082921
lat,10,10,1,7,1365120830.016216,1365120830.083037
lat,10,10,1,8,1365120830.016216,1365120830.083159
lat,10,10,1,9,1365120830.016216,1365120830.083277
