lat,20,10,3,0,1365122423.729255,1365122423.913149
lat,20,10,3,1,1365122423.729255,1365122423.913276
lat,20,10,3,2,1365122423.729255,1365122423.913395
lat,20,10,3,3,1365122423.729255,1365122423.913513
lat,20,10,3,4,1365122423.729255,1365122423.913632
lat,20,10,3,5,1365122423.729255,1365122423.913756
lat,20,10,3,6,1365122423.729255,1365122423.913886
lat,20,10,3,7,1365122423.729255,1365122423.914005
lat,20,10,3,8,1365122423.729255,1365122423.914123
lat,20,10,3,9,1365122423.729255,1365122423.914243
