lat,5,10,3,0,1365120066.858854,1365120066.889082
lat,5,10,3,1,1365120066.858854,1365120066.889209
lat,5,10,3,2,1365120066.858854,1365120066.889328
lat,5,10,3,3,1365120066.858854,1365120066.889447
lat,5,10,3,4,1365120066.858854,1365120066.889571
lat,5,10,3,5,1365120066.858854,1365120066.889692
lat,5,10,3,6,1365120066.858854,1365120066.889832
lat,5,10,3,7,1365120066.858854,1365120066.889955
lat,5,10,3,8,1365120066.858854,1365120066.890073
lat,5,10,3,9,1365120066.858854,1365120066.890192
