lat,10,10,4,0,1365120853.489476,1365120853.559448
lat,10,10,4,1,1365120853.489476,1365120853.559578
lat,10,10,4,2,1365120853.489476,1365120853.559699
lat,10,10,4,3,1365120853.489476,1365120853.559818
lat,10,10,4,4,1365120853.489476,1365120853.559935
lat,10,10,4,5,1365120853.489476,1365120853.560054
lat,10,10,4,6,1365120853.489476,1365120853.560172
lat,10,10,4,7,1365120853.489476,1365120853.56029
lat,10,10,4,8,1365120853.489476,1365120853.560407
lat,10,10,4,9,1365120853.489476,1365120853.560533
