lat,15,10,8,0,1365121672.519073,1365121672.714232
lat,15,10,8,1,1365121672.519073,1365121672.714366
lat,15,10,8,2,1365121672.519073,1365121672.714487
lat,15,10,8,3,1365121672.519073,1365121672.714605
lat,15,10,8,4,1365121672.519073,1365121672.714723
lat,15,10,8,5,1365121672.519073,1365121672.714844
lat,15,10,8,6,1365121672.519073,1365121672.71496
lat,15,10,8,7,1365121672.519073,1365121672.715085
lat,15,10,8,8,1365121672.519073,1365121672.715204
lat,15,10,8,9,1365121672.519073,1365121672.715323
