lat,2,10,3,0,1365117719.711222,1365117719.716508
lat,2,10,3,1,1365117719.711222,1365117719.716639
lat,2,10,3,2,1365117719.711222,1365117719.716758
lat,2,10,3,3,1365117719.711222,1365117719.716876
lat,2,10,3,4,1365117719.711222,1365117719.716993
lat,2,10,3,5,1365117719.711222,1365117719.717116
lat,2,10,3,6,1365117719.711222,1365117719.717238
lat,2,10,3,7,1365117719.711222,1365117719.717356
lat,2,10,3,8,1365117719.711222,1365117719.717474
lat,2,10,3,9,1365117719.711222,1365117719.717592
