lat,2,10,10,0,1365117773.736025,1365117773.741333
lat,2,10,10,1,1365117773.736025,1365117773.741464
lat,2,10,10,2,1365117773.736025,1365117773.741583
lat,2,10,10,3,1365117773.736025,1365117773.7417
lat,2,10,10,4,1365117773.736025,1365117773.741827
lat,2,10,10,5,1365117773.736025,1365117773.741952
lat,2,10,10,6,1365117773.736025,1365117773.742075
lat,2,10,10,7,1365117773.736025,1365117773.742193
lat,2,10,10,8,1365117773.736025,1365117773.74231
lat,2,10,10,9,1365117773.736025,1365117773.742428
